Date,Open,High,Low,Close,Adj Close,Volume,Name
2020-02-05,2071.020020,2071.020020,2032.000000,2039.869995,2039.869995,4376200,AMZN
2020-02-06,2041.020020,2056.300049,2024.800049,2050.229980,2050.229980,3183000,AMZN
2020-02-07,2041.989990,2098.530029,2038.099976,2079.280029,2079.280029,5095300,AMZN
2020-02-10,2085.010010,2135.600098,2084.959961,2133.909912,2133.909912,5056200,AMZN
2020-02-11,2150.899902,2185.949951,2136.000000,2150.800049,2150.800049,5746000,AMZN
2020-02-12,2163.199951,2180.250000,2155.290039,2160.000000,2160.000000,3334300,AMZN
2020-02-13,2144.989990,2170.280029,2142.000000,2149.870117,2149.870117,3031800,AMZN
2020-02-14,2155.679932,2159.040039,2125.889893,2134.870117,2134.870117,2606200,AMZN
2020-02-18,2125.020020,2166.070068,2124.110107,2155.669922,2155.669922,2945600,AMZN
2020-02-19,2167.800049,2185.100098,2161.120117,2170.219971,2170.219971,2561200,AMZN
2020-02-20,2173.070068,2176.790039,2127.449951,2153.100098,2153.100098,3131300,AMZN
2020-02-21,2142.149902,2144.550049,2088.000000,2095.969971,2095.969971,4646300,AMZN
2020-02-24,2003.180054,2039.300049,1987.969971,2009.290039,2009.290039,6547000,AMZN
2020-02-25,2026.420044,2034.599976,1958.420044,1972.739990,1972.739990,6219100,AMZN
2020-02-26,1970.280029,2014.670044,1960.449951,1979.589966,1979.589966,5224600,AMZN
2020-02-27,1934.380005,1975.000000,1882.760010,1884.300049,1884.300049,8112100,AMZN
2020-02-28,1814.630005,1889.760010,1811.130005,1883.750000,1883.750000,9493800,AMZN
2020-03-02,1906.489990,1954.510010,1870.000000,1953.949951,1953.949951,6761700,AMZN
2020-03-03,1975.369995,1996.329956,1888.089966,1908.989990,1908.989990,7534500,AMZN
2020-03-04,1946.569946,1978.000000,1922.000000,1975.829956,1975.829956,4772900,AMZN
2020-03-05,1933.000000,1960.719971,1910.000000,1924.030029,1924.030029,4748200,AMZN
2020-03-06,1875.000000,1910.869995,1869.500000,1901.089966,1901.089966,5273600,AMZN
2020-03-09,1773.859985,1862.770020,1761.290039,1800.609985,1800.609985,7813200,AMZN
2020-03-10,1870.880005,1894.270020,1818.170044,1891.819946,1891.819946,7133300,AMZN
2020-03-11,1857.849976,1871.319946,1801.500000,1820.859985,1820.859985,5624800,AMZN
2020-03-12,1721.979980,1765.000000,1675.000000,1676.609985,1676.609985,11346200,AMZN
2020-03-13,1755.000000,1786.310059,1680.619995,1785.000000,1785.000000,8809700,AMZN
2020-03-16,1641.510010,1759.449951,1626.030029,1689.150024,1689.150024,8917300,AMZN
2020-03-17,1775.469971,1857.780029,1689.239990,1807.839966,1807.839966,10917100,AMZN
2020-03-18,1750.000000,1841.660034,1745.000000,1830.000000,1830.000000,9645200,AMZN
2020-03-19,1860.000000,1945.000000,1832.650024,1880.930054,1880.930054,10399900,AMZN
2020-03-20,1926.310059,1957.000000,1820.729980,1846.089966,1846.089966,9817900,AMZN
2020-03-23,1827.750000,1919.400024,1812.000000,1902.829956,1902.829956,7808500,AMZN
2020-03-24,1951.500000,1955.000000,1900.339966,1940.099976,1940.099976,7147100,AMZN
2020-03-25,1920.689941,1950.260010,1885.780029,1885.839966,1885.839966,6479100,AMZN
2020-03-26,1902.000000,1956.489990,1889.290039,1955.489990,1955.489990,6221300,AMZN
2020-03-27,1930.859985,1939.790039,1899.920044,1900.099976,1900.099976,5387900,AMZN
2020-03-30,1922.829956,1973.630005,1912.339966,1963.949951,1963.949951,6126100,AMZN
2020-03-31,1964.349976,1993.020020,1944.010010,1949.719971,1949.719971,5123600,AMZN
2020-04-01,1932.969971,1944.959961,1893.000000,1907.699951,1907.699951,4121900,AMZN
2020-04-02,1901.640015,1927.530029,1890.000000,1918.829956,1918.829956,4336000,AMZN
2020-04-03,1911.150024,1926.329956,1889.150024,1906.589966,1906.589966,3609900,AMZN
2020-04-06,1936.000000,1998.520020,1930.020020,1997.589966,1997.589966,5773200,AMZN
2020-04-07,2017.109985,2035.719971,1997.619995,2011.599976,2011.599976,5114000,AMZN
2020-04-08,2021.000000,2044.000000,2011.150024,2043.000000,2043.000000,3977300,AMZN
2020-04-09,2044.300049,2053.000000,2017.660034,2042.760010,2042.760010,4655600,AMZN
2020-04-13,2040.000000,2180.000000,2038.000000,2168.870117,2168.870117,6716700,AMZN
2020-04-14,2200.469971,2292.000000,2186.209961,2283.320068,2283.320068,8087200,AMZN
2020-04-15,2257.679932,2333.370117,2245.000000,2307.679932,2307.679932,6866600,AMZN
2020-04-16,2346.000000,2461.000000,2335.000000,2408.189941,2408.189941,12038200,AMZN
2020-04-17,2372.330078,2400.000000,2316.020020,2375.000000,2375.000000,7930000,AMZN
2020-04-20,2389.949951,2444.979980,2386.050049,2393.610107,2393.610107,5770700,AMZN
2020-04-21,2416.610107,2428.310059,2279.659912,2328.120117,2328.120117,7476700,AMZN
2020-04-22,2369.000000,2394.000000,2351.000000,2363.489990,2363.489990,4218300,AMZN
2020-04-23,2399.979980,2424.219971,2382.080078,2399.449951,2399.449951,5066600,AMZN
2020-04-24,2417.000000,2420.429932,2382.000000,2410.219971,2410.219971,3831800,AMZN
2020-04-27,2443.199951,2444.879883,2363.000000,2376.000000,2376.000000,5645600,AMZN
2020-04-28,2372.100098,2373.500000,2306.000000,2314.080078,2314.080078,5269400,AMZN
2020-04-29,2330.010010,2391.889893,2310.000000,2372.709961,2372.709961,4591600,AMZN
2020-04-30,2419.840088,2475.000000,2396.010010,2474.000000,2474.000000,9415000,AMZN
2020-05-01,2336.800049,2362.439941,2258.189941,2286.040039,2286.040039,9772600,AMZN
2020-05-04,2256.379883,2326.979980,2256.379883,2315.989990,2315.989990,4865900,AMZN
2020-05-05,2340.000000,2351.000000,2307.129883,2317.800049,2317.800049,3242500,AMZN
2020-05-06,2329.439941,2357.449951,2320.000000,2351.260010,2351.260010,3117800,AMZN
2020-05-07,2374.780029,2376.000000,2343.110107,2367.610107,2367.610107,3396400,AMZN
2020-05-08,2372.139893,2387.239990,2357.000000,2379.610107,2379.610107,3211200,AMZN
2020-05-11,2374.699951,2419.669922,2372.110107,2409.000000,2409.000000,3253700,AMZN
2020-05-12,2411.850098,2419.000000,2355.000000,2356.949951,2356.949951,3074900,AMZN
2020-05-13,2366.800049,2407.699951,2337.800049,2367.919922,2367.919922,4782900,AMZN
2020-05-14,2361.010010,2391.370117,2353.209961,2388.850098,2388.850098,3648100,AMZN
2020-05-15,2368.520020,2411.000000,2356.370117,2409.780029,2409.780029,4235000,AMZN
2020-05-18,2404.350098,2433.000000,2384.010010,2426.260010,2426.260010,4366600,AMZN
2020-05-19,2429.830078,2485.000000,2428.969971,2449.330078,2449.330078,4320500,AMZN
2020-05-20,2477.870117,2500.010010,2467.270020,2497.939941,2497.939941,3998100,AMZN
2020-05-21,2500.000000,2525.449951,2442.540039,2446.739990,2446.739990,5114400,AMZN
2020-05-22,2455.010010,2469.850098,2430.129883,2436.879883,2436.879883,2867100,AMZN
2020-05-26,2458.000000,2462.000000,2414.060059,2421.860107,2421.860107,3568200,AMZN
2020-05-27,2404.989990,2413.580078,2330.000000,2410.389893,2410.389893,5056900,AMZN
2020-05-28,2384.330078,2436.969971,2378.229980,2401.100098,2401.100098,3190200,AMZN
2020-05-29,2415.939941,2442.370117,2398.199951,2442.370117,2442.370117,3529300,AMZN
2020-06-01,2448.000000,2476.929932,2444.169922,2471.040039,2471.040039,2928900,AMZN
2020-06-02,2467.000000,2473.530029,2445.310059,2472.409912,2472.409912,2529900,AMZN
2020-06-03,2468.010010,2488.000000,2461.169922,2478.399902,2478.399902,2671000,AMZN
2020-06-04,2477.429932,2507.540039,2450.010010,2460.600098,2460.600098,2948700,AMZN
2020-06-05,2444.510010,2488.649902,2437.129883,2483.000000,2483.000000,3306400,AMZN
2020-06-08,2500.199951,2530.000000,2487.340088,2524.060059,2524.060059,3970700,AMZN
2020-06-09,2529.439941,2626.429932,2525.000000,2600.860107,2600.860107,5176000,AMZN
2020-06-10,2645.000000,2722.350098,2626.260010,2647.449951,2647.449951,4946000,AMZN
2020-06-11,2603.500000,2671.379883,2536.229980,2557.959961,2557.959961,5800100,AMZN
2020-06-12,2601.209961,2621.479980,2503.350098,2545.020020,2545.020020,5429600,AMZN
2020-06-15,2526.600098,2584.000000,2508.000000,2572.679932,2572.679932,3865100,AMZN
2020-06-16,2620.000000,2620.000000,2576.000000,2615.270020,2615.270020,3585600,AMZN
2020-06-17,2647.500000,2655.000000,2631.820068,2640.979980,2640.979980,2951100,AMZN
2020-06-18,2647.010010,2659.639893,2636.110107,2653.979980,2653.979980,2487800,AMZN
2020-06-19,2678.080078,2697.429932,2659.000000,2675.010010,2675.010010,5777000,AMZN
2020-06-22,2684.500000,2715.000000,2669.000000,2713.820068,2713.820068,3208800,AMZN
2020-06-23,2726.020020,2783.110107,2718.040039,2764.409912,2764.409912,4231700,AMZN
2020-06-24,2780.000000,2796.000000,2721.000000,2734.399902,2734.399902,4526600,AMZN
2020-06-25,2739.550049,2756.229980,2712.139893,2754.580078,2754.580078,2968700,AMZN
2020-06-26,2775.060059,2782.570068,2688.000000,2692.870117,2692.870117,6500800,AMZN
2020-06-29,2690.010010,2696.800049,2630.080078,2680.379883,2680.379883,4223400,AMZN
2020-06-30,2685.070068,2769.629883,2675.030029,2758.820068,2758.820068,3769700,AMZN
2020-07-01,2757.989990,2895.000000,2754.000000,2878.699951,2878.699951,6363400,AMZN
2020-07-02,2912.010010,2955.560059,2871.100098,2890.300049,2890.300049,6593400,AMZN
2020-07-06,2934.969971,3059.879883,2930.000000,3057.040039,3057.040039,6880600,AMZN
2020-07-07,3058.550049,3069.550049,2990.000000,3000.120117,3000.120117,5257500,AMZN
2020-07-08,3022.610107,3083.969971,3012.429932,3081.110107,3081.110107,5037600,AMZN
2020-07-09,3115.989990,3193.879883,3074.000000,3182.629883,3182.629883,6388700,AMZN
2020-07-10,3191.760010,3215.000000,3135.699951,3200.000000,3200.000000,5486000,AMZN
2020-07-13,3251.060059,3344.290039,3068.389893,3104.000000,3104.000000,7720400,AMZN
2020-07-14,3089.000000,3127.379883,2950.000000,3084.000000,3084.000000,7231900,AMZN
2020-07-15,3080.229980,3098.350098,2973.179932,3008.870117,3008.870117,5788900,AMZN
2020-07-16,2971.060059,3032.000000,2918.229980,2999.899902,2999.899902,6394200,AMZN
2020-07-17,3009.000000,3024.000000,2948.449951,2961.969971,2961.969971,4761300,AMZN
2020-07-20,3000.199951,3201.360107,2994.020020,3196.840088,3196.840088,7598200,AMZN
2020-07-21,3232.489990,3240.580078,3105.719971,3138.290039,3138.290039,6135000,AMZN
2020-07-22,3125.000000,3150.000000,3065.260010,3099.909912,3099.909912,4104200,AMZN
2020-07-23,3098.270020,3098.270020,2970.000000,2986.550049,2986.550049,5656900,AMZN
2020-07-24,2930.000000,3031.580078,2888.000000,3008.909912,3008.909912,5632400,AMZN
2020-07-27,3062.000000,3098.000000,3015.770020,3055.209961,3055.209961,4170500,AMZN
2020-07-28,3054.270020,3077.090088,2995.760010,3000.330078,3000.330078,3126700,AMZN
2020-07-29,3030.989990,3039.159912,2996.770020,3033.530029,3033.530029,2974100,AMZN
2020-07-30,3014.000000,3092.000000,3005.000000,3051.879883,3051.879883,6128300,AMZN
2020-01-02,206.750000,209.789993,206.270004,209.779999,209.779999,12077100,FB
2020-01-03,207.210007,210.399994,206.949997,208.669998,208.669998,11188400,FB
2020-01-06,206.699997,212.779999,206.520004,212.600006,212.600006,17058900,FB
2020-01-07,212.820007,214.580002,211.750000,213.059998,213.059998,14912400,FB
2020-01-08,213.000000,216.240005,212.610001,215.220001,215.220001,13475000,FB
2020-01-09,217.539993,218.380005,216.279999,218.300003,218.300003,12642800,FB
2020-01-10,219.199997,219.880005,217.419998,218.059998,218.059998,12119400,FB
2020-01-13,219.600006,221.970001,219.210007,221.910004,221.910004,14463400,FB
2020-01-14,221.610001,222.380005,218.630005,219.059998,219.059998,13288900,FB
2020-01-15,220.610001,221.679993,220.139999,221.149994,221.149994,10036500,FB
2020-01-16,222.570007,222.630005,220.389999,221.770004,221.770004,10015300,FB
2020-01-17,222.029999,222.289993,220.529999,222.139999,222.139999,15905900,FB
2020-01-21,222.160004,222.369995,219.119995,221.440002,221.440002,14275800,FB
2020-01-22,222.309998,222.750000,221.279999,221.320007,221.320007,12212800,FB
2020-01-23,220.750000,221.490005,219.270004,219.759995,219.759995,11195000,FB
2020-01-24,220.800003,221.779999,216.110001,217.940002,217.940002,11905800,FB
2020-01-27,213.100006,216.059998,212.500000,214.869995,214.869995,13810700,FB
2020-01-28,216.139999,218.740005,213.520004,217.789993,217.789993,13413800,FB
2020-01-29,221.440002,224.199997,218.449997,223.229996,223.229996,33181300,FB
2020-01-30,206.529999,211.429993,204.750000,209.529999,209.529999,48775500,FB
2020-01-31,208.429993,208.690002,201.059998,201.910004,201.910004,31359900,FB
2020-02-03,203.440002,205.139999,202.500000,204.190002,204.190002,15495600,FB
2020-02-04,206.619995,210.600006,205.199997,209.830002,209.830002,19628900,FB
2020-02-05,212.509995,212.729996,208.710007,210.110001,210.110001,12538200,FB
2020-02-06,210.470001,211.190002,209.339996,210.850006,210.850006,10567500,FB
2020-02-07,210.300003,212.820007,209.929993,212.330002,212.330002,12242500,FB
2020-02-10,211.520004,213.800003,210.660004,213.059998,213.059998,11856400,FB
2020-02-11,210.190002,210.860001,206.509995,207.190002,207.190002,25030800,FB
2020-02-12,207.850006,211.220001,207.399994,210.759995,210.759995,13813700,FB
2020-02-13,209.520004,214.330002,209.179993,213.139999,213.139999,15396600,FB
2020-02-14,214.000000,214.929993,212.649994,214.179993,214.179993,10741700,FB
